ibge,siglauf,anomes,qtd_ben_bas,qtd_ben_var,qtd_ben_bvj,qtd_ben_bvn,qtd_ben_bvg,qtd_ben_bsp
251445,PB,201711,1073,1283,252,33,52,868
251445,PB,201712,1080,1285,265,29,53,871
251450,PB,201701,3073,3662,516,70,88,2891
251450,PB,201702,3089,3661,538,67,94,2921
251450,PB,201703,3046,3637,522,78,66,2855
251450,PB,201704,3035,3624,535,68,80,2842
251450,PB,201705,3030,3624,588,60,88,2793
251450,PB,201706,3071,3659,596,73,118,2829
251450,PB,201707,2983,3586,587,81,129,2756
251450,PB,201708,3031,3553,606,67,110,2848
251450,PB,201709,2959,3487,587,64,95,2792
251450,PB,201710,2953,3554,608,84,83,2800
251450,PB,201711,2986,3511,630,87,103,2829
251450,PB,201712,3026,3516,651,100,122,2880
251455,PB,201701,655,809,96,9,18,439
251455,PB,201702,653,796,101,9,17,440
251455,PB,201703,632,794,102,9,17,441
251455,PB,201704,624,780,102,8,25,434
251455,PB,201705,624,774,104,9,29,434
251455,PB,201706,620,768,107,10,30,434
251455,PB,201707,605,751,106,9,30,423
251455,PB,201708,639,755,111,10,28,439
251455,PB,201709,621,743,112,10,27,441
251455,PB,201710,626,753,112,14,22,447
251455,PB,201711,630,755,114,19,25,448
251455,PB,201712,631,756,118,17,25,449
251460,PB,201701,577,789,88,12,17,306
251460,PB,201702,594,796,92,12,22,311
251460,PB,201703,582,790,97,18,22,318
251460,PB,201704,580,779,105,18,21,327
251460,PB,201705,577,781,108,17,22,328
251460,PB,201706,577,780,113,19,22,345
251460,PB,201707,582,779,117,23,21,362
251460,PB,201708,599,791,125,24,23,378
251460,PB,201709,590,778,126,22,20,396
251460,PB,201710,587,771,132,20,13,395
251460,PB,201711,591,776,135,19,9,401
251460,PB,201712,601,775,139,19,4,413
251465,PB,201701,265,306,45,7,12,248
251465,PB,201702,267,307,46,8,13,250
251465,PB,201703,261,303,42,7,9,233
251465,PB,201704,265,301,44,6,11,235
251465,PB,201705,261,298,51,6,10,242
251465,PB,201706,260,298,54,7,11,245
251465,PB,201707,257,295,59,8,16,245
251465,PB,201708,268,306,60,4,10,255
251465,PB,201709,262,301,56,5,11,247
251465,PB,201710,262,303,59,6,9,246
251465,PB,201711,267,299,61,8,8,247
251465,PB,201712,262,296,61,7,9,245
251470,PB,201701,572,586,85,11,18,302
251470,PB,201702,581,590,87,7,20,302
251470,PB,201703,575,585,88,6,13,287
251470,PB,201704,576,585,92,6,22,278
251470,PB,201705,567,575,98,6,22,268
251470,PB,201706,568,571,101,5,24,268
251470,PB,201707,553,558,101,5,23,256
251470,PB,201708,560,559,103,9,19,255
251470,PB,201709,559,551,104,10,17,242
251470,PB,201710,562,550,106,8,16,242
251470,PB,201711,565,551,106,11,24,236
251470,PB,201712,567,548,109,13,26,235
251480,PB,201701,567,629,76,14,18,486
251480,PB,201702,572,624,80,13,21,482
251480,PB,201703,570,620,84,8,13,485
251480,PB,201704,569,611,90,6,14,491
251480,PB,201705,564,610,90,9,13,483
251480,PB,201706,571,611,95,14,16,497
251480,PB,201707,561,594,92,16,21,484
251480,PB,201708,563,585,94,16,17,492
251480,PB,201709,554,570,98,18,17,490
251480,PB,201710,556,565,104,17,15,491
251480,PB,201711,563,573,106,14,14,507
251480,PB,201712,563,569,109,8,15,510
251490,PB,201701,1042,1327,149,29,24,529
251490,PB,201702,1043,1313,157,22,26,524
251490,PB,201703,1042,1323,161,20,16,539
251490,PB,201704,1034,1309,168,20,23,539
251490,PB,201705,1025,1293,165,15,27,483
251490,PB,201706,1020,1287,171,14,29,493
251490,PB,201707,996,1244,169,12,31,491
251490,PB,201708,1033,1265,173,17,33,519
251490,PB,201709,1028,1242,176,24,35,535
251490,PB,201710,1034,1236,177,25,30,545
251490,PB,201711,1038,1243,185,29,39,547
251490,PB,201712,1037,1249,188,27,41,547
251500,PB,201701,1332,1823,221,37,67,916
251500,PB,201702,1370,1845,231,39,63,916
251500,PB,201703,1352,1819,245,33,45,921
251500,PB,201704,1355,1821,245,33,64,916
251500,PB,201705,1340,1814,263,32,72,913
251500,PB,201706,1328,1787,269,29,75,917
251500,PB,201707,1316,1760,264,33,76,916
251500,PB,201708,1382,1808,276,35,51,952
251500,PB,201709,1352,1757,273,40,43,954
251500,PB,201710,1362,1742,283,42,40,960
251500,PB,201711,1402,1777,283,43,53,976
251500,PB,201712,1389,1751,294,44,57,989
251510,PB,201701,1453,2093,307,37,28,688
251510,PB,201702,1490,2085,317,31,28,694
251510,PB,201703,1459,2075,326,24,14,696
251510,PB,201704,1456,2054,340,28,23,693
251510,PB,201705,1449,2046,342,31,31,686
251510,PB,201706,1399,2001,353,32,38,689
251510,PB,201707,1333,1900,338,34,40,668
251510,PB,201708,1369,1920,342,34,36,675
251510,PB,201709,1321,1859,332,35,31,672
251510,PB,201710,1333,1854,342,34,29,673
251510,PB,201711,1358,1859,351,34,40,689
251510,PB,201712,1373,1858,360,36,37,705
251520,PB,201701,517,567,59,18,9,108
251520,PB,201702,525,562,63,16,22,105
251520,PB,201703,522,562,62,10,20,105
251520,PB,201704,519,554,66,9,19,104
251520,PB,201705,515,554,70,11,19,99
251520,PB,201706,514,545,73,8,23,93
251520,PB,201707,496,526,72,14,26,84
251520,PB,201708,516,547,73,19,28,79
251520,PB,201709,514,544,74,20,28,71
251520,PB,201710,530,577,78,22,21,68
251520,PB,201711,501,536,83,18,10,72
251520,PB,201712,503,539,85,21,10,72
251530,PB,201701,8879,10264,1232,247,373,8367
251530,PB,201702,9002,10326,1286,226,387,8441
251530,PB,201703,8915,10268,1306,194,245,8326
251530,PB,201704,8840,10217,1342,180,291,8259
251530,PB,201705,8746,10143,1418,185,330,8297
251530,PB,201706,8735,10142,1455,187,406,8207
251530,PB,201707,8483,9822,1432,229,425,8096
251530,PB,201708,9028,10186,1483,244,338,8575
251530,PB,201709,8888,9992,1499,266,306,8554
251530,PB,201710,9070,10235,1538,289,253,8675
251530,PB,201711,9240,10258,1606,325,335,8860
251530,PB,201712,9267,10229,1649,337,367,8946
251540,PB,201701,1910,2462,289,59,32,1361
251540,PB,201702,1911,2450,297,52,48,1359
251540,PB,201703,1883,2429,310,54,44,1355
251540,PB,201704,1867,2412,326,58,59,1324
251540,PB,201705,1838,2348,339,55,67,1250
251540,PB,201706,1839,2354,341,55,69,1222
251540,PB,201707,1759,2286,334,39,78,1169
251540,PB,201708,1878,2346,342,49,70,1217
251540,PB,201709,1876,2323,365,55,70,1233
251540,PB,201710,1907,2332,378,55,69,1255
251540,PB,201711,1936,2345,384,57,62,1271
251540,PB,201712,1958,2346,389,65,74,1286
251550,PB,201701,2096,2308,264,69,70,1614
251550,PB,201702,2114,2304,274,64,75,1616
251550,PB,201703,2107,2312,281,65,46,1616
251550,PB,201704,2079,2300,284,59,52,1606
251550,PB,201705,2053,2280,303,59,57,1580
251550,PB,201706,2054,2281,316,54,73,1578
251550,PB,201707,2022,2250,338,52,79,1567
251550,PB,201708,2126,2301,354,60,57,1625
251550,PB,201709,2136,2287,369,56,50,1630
251550,PB,201710,2143,2277,380,61,50,1632
251550,PB,201711,2176,2293,393,61,58,1647
251550,PB,201712,2189,2280,399,66,67,1655
251560,PB,201701,356,526,58,16,14,200
251560,PB,201702,360,531,59,17,16,200
251560,PB,201703,351,527,61,12,8,195
251560,PB,201704,349,524,67,10,9,193
251560,PB,201705,342,518,66,11,12,191
251560,PB,201706,340,515,65,11,15,174
251560,PB,201707,334,505,63,11,16,152
251560,PB,201708,337,508,65,12,11,153
251560,PB,201709,338,512,61,13,12,157
251560,PB,201710,342,519,66,16,12,157
251560,PB,201711,341,518,68,13,16,156
251560,PB,201712,343,517,70,13,19,159
251570,PB,201701,519,617,78,19,19,479
251570,PB,201702,526,616,79,18,20,483
251570,PB,201703,523,618,79,16,14,482
251570,PB,201704,518,618,79,16,25,484
251570,PB,201705,516,616,81,14,26,459
251570,PB,201706,514,615,82,12,30,481
251570,PB,201707,492,576,79,13,29,466
251570,PB,201708,517,590,78,15,19,490
251570,PB,201709,526,587,80,14,20,493
251570,PB,201710,523,581,82,13,18,494
251570,PB,201711,538,598,86,12,25,497
251570,PB,201712,549,601,89,27,29,507
251580,PB,201701,1022,1336,209,17,16,276
251580,PB,201702,1039,1345,219,18,21,274
251580,PB,201703,1019,1334,224,9,14,273
251580,PB,201704,1001,1289,238,8,18,270
251580,PB,201705,1004,1276,247,7,21,277
251580,PB,201706,1006,1274,253,3,20,324
251580,PB,201707,982,1218,245,8,20,348
251580,PB,201708,1132,1279,253,11,29,473
251580,PB,201709,1127,1263,250,18,26,540
251580,PB,201710,1158,1260,263,20,25,591
251580,PB,201711,1178,1267,267,25,33,612
251580,PB,201712,1198,1273,268,25,35,654
251590,PB,201701,1034,1235,169,31,52,567
251590,PB,201702,1052,1238,176,25,39,575
251590,PB,201703,1047,1245,178,21,35,577
251590,PB,201704,1046,1242,182,20,49,576
251590,PB,201705,1046,1244,187,20,51,541
251590,PB,201706,1042,1233,196,21,57,536
251590,PB,201707,1005,1198,189,24,57,511
251590,PB,201708,1049,1212,198,32,44,519
251590,PB,201709,1037,1202,198,29,40,517
251590,PB,201710,1066,1222,203,35,33,526
251590,PB,201711,1076,1214,207,36,46,522
251590,PB,201712,1076,1204,216,38,51,520
251593,PB,201701,542,798,97,29,38,227
251593,PB,201702,550,788,99,27,36,227
251593,PB,201703,538,791,103,22,23,229
251593,PB,201704,536,790,104,21,23,228
251593,PB,201705,534,798,106,15,23,228
251593,PB,201706,534,792,110,14,31,227
251593,PB,201707,521,780,112,8,32,221
251593,PB,201708,548,793,117,12,18,232
251593,PB,201709,518,767,109,18,13,221
251593,PB,201710,523,768,113,18,13,225
251593,PB,201711,533,768,119,25,20,230
251593,PB,201712,543,776,120,27,22,238
251597,PB,201701,1539,1797,208,34,46,1465
251597,PB,201702,1557,1801,215,36,50,1482
251597,PB,201703,1560,1814,222,41,30,1481
251597,PB,201704,1564,1819,234,43,45,1491
251597,PB,201705,1568,1809,245,44,49,1505
251597,PB,201706,1570,1818,256,59,57,1513
251597,PB,201707,1570,1809,254,45,60,1510
251597,PB,201708,1636,1840,265,53,45,1565
251597,PB,201709,1632,1849,275,54,40,1578
251597,PB,201710,1651,1825,278,56,36,1586
251597,PB,201711,1656,1827,291,53,61,1591
251597,PB,201712,1657,1827,304,55,70,1595
251600,PB,201701,4512,5505,678,132,147,2067
251600,PB,201702,4528,5492,714,123,150,2058
251600,PB,201703,4517,5490,734,112,69,2045
251600,PB,201704,4472,5411,753,112,139,1986
251600,PB,201705,4433,5378,777,106,163,1925
251600,PB,201706,4430,5362,794,95,174,1876
251600,PB,201707,4278,5171,787,82,174,1766
251600,PB,201708,4475,5233,820,91,162,1776
251600,PB,201709,4434,5184,829,111,161,1702
251600,PB,201710,4463,5190,859,125,132,1701
251600,PB,201711,4449,5139,868,137,226,1631
251600,PB,201712,4457,5097,890,150,249,1630
251610,PB,201701,2175,2846,322,66,37,1177
251610,PB,201702,2190,2821,339,46,48,1159
251610,PB,201703,2168,2808,336,41,46,1072
251610,PB,201704,2175,2790,342,43,48,966
251610,PB,201705,2162,2788,382,53,50,863
251610,PB,201706,2075,2712,384,44,52,840
251610,PB,201707,2021,2655,388,32,55,827
251610,PB,201708,2065,2701,401,49,90,840
251610,PB,201709,2008,2609,399,64,83,830
251610,PB,201710,2002,2596,405,65,75,833
251610,PB,201711,2045,2619,412,67,83,831
251610,PB,201712,2052,2646,421,74,78,839
251615,PB,201701,590,750,95,16,29,283
251615,PB,201702,594,735,99,16,33,283
251615,PB,201703,589,733,100,17,25,285
251615,PB,201704,588,728,104,15,31,290
251615,PB,201705,586,721,111,14,33,302
251615,PB,201706,585,726,111,20,34,315
251615,PB,201707,584,719,118,23,34,319
251615,PB,201708,617,719,125,24,33,325
251615,PB,201709,615,712,128,24,32,322
251615,PB,201710,624,716,132,23,14,335
251615,PB,201711,644,716,131,25,21,334
251615,PB,201712,655,721,133,22,27,337
251620,PB,201701,10570,11826,1386,253,254,8722
251620,PB,201702,10504,11749,1432,241,278,8826
251620,PB,201703,10427,11689,1483,220,191,8793
251620,PB,201704,10406,11668,1547,212,248,8798
251620,PB,201705,10387,11612,1648,219,271,8729
251620,PB,201706,10361,11548,1702,230,309,8781
251620,PB,201707,10233,11442,1727,208,347,8675
251620,PB,201708,10798,11760,1788,277,284,9136
251620,PB,201709,10731,11638,1822,311,283,9270
251620,PB,201710,10879,11737,1882,333,266,9391
251620,PB,201711,10987,11715,1932,348,352,9558
251620,PB,201712,11059,11918,1988,357,345,9672
251630,PB,201701,2722,2735,379,70,90,1435
251630,PB,201702,2743,2734,397,71,94,1433
251630,PB,201703,2732,2729,399,65,56,1441
251630,PB,201704,2699,2699,413,67,79,1434
251630,PB,201705,2690,2686,435,64,81,1410
251630,PB,201706,2662,2651,446,65,90,1380
251630,PB,201707,2558,2567,438,54,87,1359
251630,PB,201708,2718,2645,457,67,61,1439
251630,PB,201709,2701,2620,464,66,61,1442
251630,PB,201710,2704,2594,476,62,52,1459
251630,PB,201711,2753,2616,486,66,84,1474
251630,PB,201712,2739,2608,506,67,86,1485
251640,PB,201701,1500,1732,229,39,60,1269
251640,PB,201702,1515,1723,240,34,60,1270
251640,PB,201703,1504,1732,248,33,40,1281
251640,PB,201704,1513,1722,255,33,63,1281
251640,PB,201705,1513,1723,257,35,76,1277
251640,PB,201706,1509,1710,268,36,80,1280
251640,PB,201707,1448,1649,273,33,77,1240
251640,PB,201708,1528,1660,285,40,52,1290
251640,PB,201709,1503,1626,298,41,50,1272
251640,PB,201710,1475,1601,309,45,42,1277
251640,PB,201711,1497,1601,314,43,51,1287
251640,PB,201712,1521,1594,320,45,59,1301
251650,PB,201701,2633,3228,426,68,61,2130
251650,PB,201702,2696,3241,443,56,76,2151
251650,PB,201703,2653,3238,455,64,62,2149
251650,PB,201704,2646,3215,475,62,89,2141
251650,PB,201705,2646,3194,488,67,95,2149
251650,PB,201706,2645,3207,500,82,108,2119
251650,PB,201707,2597,3170,501,73,114,2067
251650,PB,201708,2766,3237,516,96,94,2171
251650,PB,201709,2780,3253,532,106,90,2199
251650,PB,201710,2823,3254,555,113,86,2234
251650,PB,201711,2874,3266,571,115,92,2264
251650,PB,201712,2898,3269,599,113,98,2284
251660,PB,201701,2316,3042,352,76,69,2228
251660,PB,201702,2334,3052,372,72,52,2250
251660,PB,201703,2321,3043,381,71,42,2245
251660,PB,201704,2326,3047,391,67,57,2251
251660,PB,201705,2329,3049,411,62,74,2246
251660,PB,201706,2286,2983,421,52,82,2216
251660,PB,201707,2210,2928,417,47,86,2114
251660,PB,201708,2297,2927,449,56,82,2193
251660,PB,201709,2302,2906,457,62,66,2219
251660,PB,201710,2326,2916,483,69,56,2246
251660,PB,201711,2349,2923,495,74,65,2271
251660,PB,201712,2354,2905,511,79,82,2284
251670,PB,201701,3041,3994,472,73,117,3013
251670,PB,201702,3054,3965,503,67,126,3020
251670,PB,201703,3044,3941,507,52,84,2980
251670,PB,201704,3062,3950,521,60,114,2905
251670,PB,201705,3079,3975,560,68,129,2904
251670,PB,201706,3063,3913,575,79,142,2908
251670,PB,201707,2911,3749,584,78,149,2822
251670,PB,201708,2982,3779,595,99,111,2899
251670,PB,201709,3013,3795,618,119,104,2908
251670,PB,201710,3083,3848,643,121,91,2943
251670,PB,201711,3042,3774,657,115,121,2951
251670,PB,201712,3047,3753,672,106,128,2960
251675,PB,201701,400,597,56,16,24,119
251675,PB,201702,404,594,60,15,24,119
251675,PB,201703,402,592,61,17,20,119
251675,PB,201704,398,590,61,22,23,119
251675,PB,201705,404,593,65,22,25,118
251675,PB,201706,405,589,67,16,27,115
251675,PB,201707,395,575,68,15,27,110
251675,PB,201708,405,581,71,16,17,108
251675,PB,201709,399,572,68,13,14,108
251675,PB,201710,398,570,71,9,13,110
251675,PB,201711,410,567,77,9,19,108
251675,PB,201712,407,567,80,10,19,110
251680,PB,201701,1547,1868,259,37,41,1349
251680,PB,201702,1601,1902,267,36,54,1371
251680,PB,201703,1584,1885,269,38,39,1374
251680,PB,201704,1572,1856,269,38,42,1367
251680,PB,201705,1566,1845,298,38,47,1346
251680,PB,201706,1571,1851,307,50,58,1364
251680,PB,201707,1570,1846,308,51,72,1362
251680,PB,201708,1664,1890,319,55,79,1444
251680,PB,201709,1655,1877,317,56,64,1452
251680,PB,201710,1659,1855,327,56,58,1458
251680,PB,201711,1694,1879,338,57,66,1490
251680,PB,201712,1703,1883,341,52,70,1493
251690,PB,201701,2031,2252,290,48,106,1175
251690,PB,201702,2060,2243,302,44,106,1159
251690,PB,201703,2042,2252,285,46,92,1141
251690,PB,201704,2029,2234,292,46,108,1129
251690,PB,201705,2005,2214,315,41,115,1115
251690,PB,201706,1981,2175,322,29,120,1128
251690,PB,201707,1903,2095,323,32,118,1086
251690,PB,201708,1948,2132,332,38,103,1109
251690,PB,201709,1925,2115,328,46,61,1115
251690,PB,201710,1967,2130,334,53,56,1121
251690,PB,201711,1970,2122,343,52,74,1114
251690,PB,201712,1985,2138,358,66,75,1118
251700,PB,201701,1368,1776,243,31,30,1210
251700,PB,201702,1369,1761,252,29,36,1205
251700,PB,201703,1354,1752,261,20,21,1209
251700,PB,201704,1345,1748,266,21,23,1212
251700,PB,201705,1348,1757,274,22,46,1211
251700,PB,201706,1344,1762,280,25,47,1212
251700,PB,201707,1300,1705,270,25,46,1187
251700,PB,201708,1382,1750,286,31,44,1241
251700,PB,201709,1351,1714,291,36,40,1235
251700,PB,201710,1358,1729,308,27,40,1238
251700,PB,201711,1359,1746,315,21,39,1242
251700,PB,201712,1365,1721,325,20,40,1259
251710,PB,201701,298,393,58,3,6,88
251710,PB,201702,306,388,63,3,8,92
251710,PB,201703,308,379,65,4,6,109
251710,PB,201704,304,374,70,4,9,117
251710,PB,201705,301,372,70,5,9,119
251710,PB,201706,298,367,71,5,12,118
251710,PB,201707,302,362,72,6,13,127
251710,PB,201708,310,373,72,6,10,129
251710,PB,201709,300,356,74,6,11,129
251710,PB,201710,301,355,76,6,8,134
251710,PB,201711,311,358,79,5,12,137
251710,PB,201712,313,353,82,6,12,139
251720,PB,201701,838,910,116,30,25,780
251720,PB,201702,850,909,119,28,25,783
251720,PB,201703,842,906,122,24,21,780
251720,PB,201704,830,892,124,21,23,773
251720,PB,201705,836,895,125,18,29,778
251720,PB,201706,833,882,134,17,36,778
251720,PB,201707,804,850,134,22,36,754
251720,PB,201708,826,853,136,22,26,764
251720,PB,201709,807,831,127,26,20,740
251720,PB,201710,834,852,125,23,17,745
251720,PB,201711,836,861,125,25,22,755
251720,PB,201712,825,849,129,23,25,756
251740,PB,201701,333,443,52,14,0,226
251740,PB,201702,341,440,55,4,5,229
251740,PB,201703,332,440,55,3,5,225
251740,PB,201704,333,434,58,4,6,225
251740,PB,201705,333,429,60,5,11,226
251740,PB,201706,333,428,62,7,12,228
251740,PB,201707,321,405,59,6,15,217
251740,PB,201708,344,415,62,7,14,227
251740,PB,201709,341,404,67,8,13,224
251740,PB,201710,347,408,68,8,13,230
251740,PB,201711,342,411,70,10,15,232
251740,PB,201712,354,419,70,11,17,242
260005,PE,201701,10805,14380,1960,269,25,4406
260005,PE,201702,11373,14579,2054,261,27,4451
260005,PE,201703,11111,14510,2108,208,44,4420
260005,PE,201704,10974,14266,2186,199,41,4324
260005,PE,201705,11023,14209,2262,185,48,4296
260005,PE,201706,10992,14163,2350,173,144,4291
260005,PE,201707,10615,13555,2308,168,155,4126
260005,PE,201708,12231,14542,2390,208,159,4514
260005,PE,201709,12589,14623,2474,236,160,4472
260005,PE,201710,13259,15027,2550,267,157,4495
260005,PE,201711,13867,15390,2606,320,184,4528
260005,PE,201712,14202,15571,2697,344,168,4560
260010,PE,201701,4828,6257,807,132,157,1607
260010,PE,201702,4880,6273,857,126,154,1571
260010,PE,201703,4849,6260,860,85,118,1559
260010,PE,201704,4837,6205,886,78,138,1499
260010,PE,201705,4795,6131,910,82,170,1446
260010,PE,201706,4732,6066,929,76,196,1416
260010,PE,201707,4641,5887,912,79,192,1358
260010,PE,201708,4888,6056,924,95,156,1379
260010,PE,201709,4824,5942,944,101,141,1350
260010,PE,201710,4876,5922,962,106,110,1344
260010,PE,201711,4941,5952,995,114,150,1316
260010,PE,201712,4916,5943,1015,116,202,1310
260020,PE,201701,3824,4362,614,88,124,3437
260020,PE,201702,3835,4327,654,77,123,3445
260020,PE,201703,3808,4314,676,80,103,3445
260020,PE,201704,3814,4310,686,93,137,3435
260020,PE,201705,3937,4382,712,91,165,3439
260020,PE,201706,3786,4249,739,103,194,3380
260020,PE,201707,3688,4169,746,97,197,3305
260020,PE,201708,3966,4254,777,117,163,3541
260020,PE,201709,3987,4231,806,121,151,3573
260020,PE,201710,4106,4267,820,123,134,3677
260020,PE,201711,4240,4313,843,130,169,3805
260020,PE,201712,4295,4321,861,131,183,3862
260030,PE,201701,3976,4973,677,103,142,3131
260030,PE,201702,4016,4969,700,81,156,3159
260030,PE,201703,3977,4953,718,71,87,3167
260030,PE,201704,3955,4900,741,61,148,3158
260030,PE,201705,3958,4905,747,73,163,3170
260030,PE,201706,3904,4779,773,74,168,3169
260030,PE,201707,3810,4695,776,76,190,3094
260030,PE,201708,3954,4753,807,97,146,3215
260030,PE,201709,3988,4768,826,117,151,3245
260030,PE,201710,4020,4828,842,150,151,3277
260030,PE,201711,4070,4841,854,141,171,3325
260030,PE,201712,4083,4820,888,152,189,3343
260040,PE,201701,5459,7362,1061,179,163,1712
260040,PE,201702,5520,7332,1093,152,158,1742
260040,PE,201703,5455,7328,1128,131,116,1648
260040,PE,201704,5385,7235,1162,128,121,1556
260040,PE,201705,5281,7086,1177,114,137,1139
260040,PE,201706,5117,6930,1182,100,155,617
260040,PE,201707,5071,6879,1220,109,178,536
260040,PE,201708,5237,6940,1267,133,161,514
260040,PE,201709,5164,6846,1295,121,133,461
260040,PE,201710,5159,6791,1327,109,121,419
260040,PE,201711,5132,6727,1334,114,147,329
260040,PE,201712,5126,6668,1370,111,155,253
260050,PE,201701,8391,12388,1617,262,244,7195
260050,PE,201702,8430,12320,1688,209,259,7212
260050,PE,201703,8379,12271,1754,158,176,7212
260050,PE,201704,8340,12138,1820,133,206,7177
260050,PE,201705,8305,12043,1874,126,246,7164
260050,PE,201706,8273,11974,1929,138,319,7159
260050,PE,201707,8177,11866,1940,117,356,7059
260050,PE,201708,8493,12029,1974,145,290,7275
260050,PE,201709,8470,11982,2019,186,263,7329
260050,PE,201710,8507,11974,2081,247,233,7402
260050,PE,201711,8604,12092,2123,248,250,7442
260050,PE,201712,8702,12079,2171,252,270,7581
260060,PE,201701,2346,2860,368,76,50,1099
260060,PE,201702,2381,2871,381,74,42,1105
260060,PE,201703,2358,2870,381,64,29,1102
260060,PE,201704,2339,2833,394,59,42,1081
260060,PE,201705,2331,2811,418,58,52,1067
260060,PE,201706,2329,2798,437,51,59,1056
260060,PE,201707,2288,2742,438,55,65,1038
260060,PE,201708,2384,2798,453,58,64,1075
260060,PE,201709,2387,2787,462,65,55,1066
260060,PE,201710,2419,2794,475,71,49,1073
260060,PE,201711,2440,2788,486,79,63,1079
260060,PE,201712,2455,2792,491,80,66,1079
260070,PE,201701,5745,8088,1050,157,44,2790
260070,PE,201702,5844,8064,1098,134,30,2831
260070,PE,201703,5768,8075,1119,115,25,2848
260070,PE,201704,5751,8021,1138,118,34,2879
260070,PE,201705,5769,7993,1171,107,46,2892
260070,PE,201706,5778,8016,1211,108,90,2916
260070,PE,201707,5618,7791,1225,120,164,2889
260070,PE,201708,6057,8073,1256,165,145,3173
260070,PE,201709,6086,8056,1282,175,145,3239
260070,PE,201710,6088,8038,1341,174,139,3287
260070,PE,201711,6172,8022,1380,207,147,3401
260070,PE,201712,6180,7975,1418,203,169,3454
260080,PE,201701,3923,3944,546,78,67,1480
260080,PE,201702,3930,3915,565,68,66,1475
260080,PE,201703,3909,3903,584,62,31,1482
260080,PE,201704,3924,3905,599,56,36,1478
260080,PE,201705,3941,3864,626,58,40,1508
260080,PE,201706,3908,3856,648,48,79,1552
260080,PE,201707,3835,3799,648,48,110,1620
260080,PE,201708,4243,3930,673,79,98,1991
260080,PE,201709,4264,3932,697,92,100,2183
260080,PE,201710,4338,3942,714,98,99,2312
260080,PE,201711,4410,3926,729,107,137,2391
260080,PE,201712,4419,3917,758,113,155,2416
260090,PE,201701,3367,4561,548,90,74,453
260090,PE,201702,3421,4562,569,82,83,454
260090,PE,201703,3422,4566,597,65,90,448
260090,PE,201704,3391,4508,614,74,113,448
260090,PE,201705,3371,4450,628,67,148,438
260090,PE,201706,3381,4435,661,58,157,453
260090,PE,201707,3359,4466,662,58,165,469
260090,PE,201708,3607,4591,684,87,138,550
260090,PE,201709,3600,4550,713,94,133,595
260090,PE,201710,3609,4549,733,86,125,621
260090,PE,201711,3590,4529,758,94,157,622
260090,PE,201712,3579,4510,774,94,149,612
260100,PE,201701,2223,2657,382,65,75,1992
260100,PE,201702,2226,2638,396,46,73,1996
260100,PE,201703,2207,2628,407,35,59,1992
260100,PE,201704,2195,2608,416,31,62,1934
260100,PE,201705,2178,2576,428,24,64,1893
260100,PE,201706,2165,2550,442,17,94,1860
260100,PE,201707,2118,2476,435,22,99,1810
260100,PE,201708,2160,2507,444,33,63,1827
260100,PE,201709,2116,2472,451,45,53,1802
260100,PE,201710,2138,2450,467,45,48,1822
260100,PE,201711,2141,2446,483,53,75,1822
260100,PE,201712,2174,2454,489,61,79,1849
260105,PE,201701,3892,4845,578,105,105,3507
260105,PE,201702,3952,4892,603,109,129,3528
260105,PE,201703,3928,4838,628,102,99,3545
260105,PE,201704,3905,4811,657,108,126,3537
260105,PE,201705,3878,4785,677,106,144,3478
260105,PE,201706,3851,4755,699,103,156,3428
260105,PE,201707,3779,4659,692,89,163,3382
260105,PE,201708,3866,4712,716,78,124,3450
260105,PE,201709,3944,4721,743,75,116,3457
260105,PE,201710,3899,4775,777,90,103,3465
260105,PE,201711,3960,4757,808,93,113,3511
260105,PE,201712,3903,4726,835,95,122,3524
260110,PE,201701,14742,20164,2702,363,274,11115
260110,PE,201702,14852,20166,2799,326,273,11108
260110,PE,201703,14787,20230,2894,348,217,11065
260110,PE,201704,14726,20160,2987,331,277,11010
260110,PE,201705,14680,20053,3108,328,402,10925
260110,PE,201706,14626,19925,3230,361,528,10818
260110,PE,201707,14241,19524,3221,353,530,10464
260110,PE,201708,15404,20128,3322,458,510,10777
260110,PE,201709,15513,20108,3454,469,454,10672
260110,PE,201710,15751,20143,3537,500,372,10763
260110,PE,201711,16116,20216,3612,572,426,10837
260110,PE,201712,16347,20273,3718,578,593,10892
260120,PE,201701,6099,10767,1349,150,121,1488
260120,PE,201702,6305,10835,1426,173,114,1515
260120,PE,201703,6229,10797,1479,126,84,1545
260120,PE,201704,6243,10695,1525,135,82,1594
260120,PE,201705,6286,10611,1580,132,91,1642
260120,PE,201706,6283,10563,1617,130,137,1659
260120,PE,201707,6587,10648,1631,149,220,1785
260120,PE,201708,6658,10702,1706,131,211,1814
260120,PE,201709,6707,10715,1757,156,183,1840
260120,PE,201710,6786,10747,1802,167,157,1867
260120,PE,201711,6842,10727,1824,184,173,1917
260120,PE,201712,6969,10830,1873,189,203,1977
260130,PE,201701,2074,2691,370,57,77,226
260130,PE,201702,2095,2688,376,53,84,224
260130,PE,201703,2075,2671,390,51,50,229
260130,PE,201704,2066,2665,398,47,65,220
260130,PE,201705,2047,2631,408,43,78,213
260130,PE,201706,2028,2586,418,42,84,208
260130,PE,201707,2015,2540,429,35,93,203
260130,PE,201708,2117,2599,441,51,61,195
260130,PE,201709,2088,2579,452,53,61,186
260130,PE,201710,2109,2558,465,56,55,172
260130,PE,201711,2068,2511,464,60,64,155
